Algorithm,Allocation,Processes,MessageSize,Latency
binary_tree,core,2,1,0.21
binary_tree,core,2,2,0.23
binary_tree,core,2,4,0.22
binary_tree,core,2,8,0.21
binary_tree,core,2,16,0.20
binary_tree,core,2,32,0.25
binary_tree,core,2,64,0.24
binary_tree,core,2,128,0.30
binary_tree,core,2,256,0.31
binary_tree,core,2,512,0.37
binary_tree,core,2,1024,0.42
binary_tree,core,2,2048,0.55
binary_tree,core,2,4096,0.85
binary_tree,core,2,8192,1.33
binary_tree,core,2,16384,3.11
binary_tree,core,2,32768,5.31
binary_tree,core,2,65536,6.84
binary_tree,core,2,131072,10.12
binary_tree,core,2,262144,16.08
binary_tree,core,2,524288,30.22
binary_tree,core,2,1048576,63.13
binary_tree,core,3,1,0.41
binary_tree,core,3,2,0.41
binary_tree,core,3,4,0.41
binary_tree,core,3,8,0.41
binary_tree,core,3,16,0.41
binary_tree,core,3,32,0.45
binary_tree,core,3,64,0.43
binary_tree,core,3,128,0.54
binary_tree,core,3,256,0.59
binary_tree,core,3,512,0.60
binary_tree,core,3,1024,0.77
binary_tree,core,3,2048,0.97
binary_tree,core,3,4096,1.44
binary_tree,core,3,8192,2.13
binary_tree,core,3,16384,4.80
binary_tree,core,3,32768,8.03
binary_tree,core,3,65536,11.98
binary_tree,core,3,131072,19.23
binary_tree,core,3,262144,33.17
binary_tree,core,3,524288,62.34
binary_tree,core,3,1048576,127.75
binary_tree,core,4,1,0.33
binary_tree,core,4,2,0.32
binary_tree,core,4,4,0.32
binary_tree,core,4,8,0.32
binary_tree,core,4,16,0.32
binary_tree,core,4,32,0.44
binary_tree,core,4,64,0.36
binary_tree,core,4,128,0.52
binary_tree,core,4,256,0.56
binary_tree,core,4,512,0.63
binary_tree,core,4,1024,0.82
binary_tree,core,4,2048,1.15
binary_tree,core,4,4096,1.74
binary_tree,core,4,8192,2.68
binary_tree,core,4,16384,6.69
binary_tree,core,4,32768,11.28
binary_tree,core,4,65536,16.52
binary_tree,core,4,131072,27.39
binary_tree,core,4,262144,49.05
binary_tree,core,4,524288,94.29
binary_tree,core,4,1048576,184.00
binary_tree,core,5,1,0.39
binary_tree,core,5,2,0.40
binary_tree,core,5,4,0.40
binary_tree,core,5,8,0.40
binary_tree,core,5,16,0.39
binary_tree,core,5,32,0.48
binary_tree,core,5,64,0.48
binary_tree,core,5,128,0.66
binary_tree,core,5,256,0.71
binary_tree,core,5,512,0.77
binary_tree,core,5,1024,1.01
binary_tree,core,5,2048,1.35
binary_tree,core,5,4096,2.08
binary_tree,core,5,8192,3.23
binary_tree,core,5,16384,8.68
binary_tree,core,5,32768,12.96
binary_tree,core,5,65536,21.73
binary_tree,core,5,131072,38.29
binary_tree,core,5,262144,71.81
binary_tree,core,5,524288,138.11
binary_tree,core,5,1048576,272.93
binary_tree,core,6,1,0.49
binary_tree,core,6,2,0.50
binary_tree,core,6,4,0.49
binary_tree,core,6,8,0.49
binary_tree,core,6,16,0.50
binary_tree,core,6,32,0.58
binary_tree,core,6,64,0.58
binary_tree,core,6,128,0.82
binary_tree,core,6,256,0.86
binary_tree,core,6,512,0.92
binary_tree,core,6,1024,1.18
binary_tree,core,6,2048,1.64
binary_tree,core,6,4096,2.39
binary_tree,core,6,8192,3.71
binary_tree,core,6,16384,9.59
binary_tree,core,6,32768,14.74
binary_tree,core,6,65536,24.77
